Transaction_ID,Date,Region,Product,Quantity,Unit_Price,Total_Amount,Currency,Customer_ID
887,2023-09-18,North,Tablet,5,244,1220,INR,C0421
888,2023-02-16,West,Laptop,1,919,919,GBP,C0725
889,2023-10-08,North,Headphones,7,1744,12208,USD,C0139
890,2023-04-16,East,Laptop,7,1986,13902,USD,C0172
891,2023-03-19,East,Phone,3,1645,4935,USD,C0253
892,2023-12-09,South,Headphones,3,474,1422,EUR,C0777
893,2023-08-20,West,Smartwatch,3,1646,4938,GBP,C0837
894,2023-01-31,South,Smartwatch,3,1110,3330,JPY,C0296
895,2023-02-15,East,Laptop,5,968,4840,AUD,C0542
896,2023-01-20,East,Headphones,2,685,1370,EUR,C0084
897,2023-07-25,East,Laptop,2,709,1418,EUR,C0159
898,2023-01-17,Central,Tablet,7,850,5950,AUD,C0681
899,2023-08-02,West,Tablet,9,621,5589,EUR,C0690
900,2023-08-20,West,Phone,6,1606,9636,JPY,C0524
901,2023-08-27,South,Phone,3,853,2559,EUR,C0738
902,2023-02-04,West,Smartwatch,3,1158,3474,INR,C0614
903,2023-10-07,South,Phone,6,619,3714,GBP,C0439
904,2023-02-07,West,Smartwatch,6,114,684,GBP,C0643
905,2023-06-03,South,Laptop,5,1921,9605,EUR,C0649
906,2023-06-15,East,Monitor,8,644,5152,AUD,C0080
907,2023-04-04,South,Headphones,1,1814,1814,GBP,C0881
908,2023-08-12,East,Headphones,3,453,1359,GBP,C0724
909,2023-06-17,South,Laptop,9,1663,14967,EUR,C0091
910,2023-12-29,West,Phone,9,1434,12906,EUR,C0355
911,2023-01-07,Central,Smartwatch,2,466,932,USD,C0072
912,2023-01-17,South,Monitor,6,367,2202,INR,C0492
913,2023-01-08,West,Smartwatch,1,305,305,EUR,C0930
914,2023-10-09,East,Smartwatch,7,1113,7791,AUD,C0815
915,2023-07-18,South,Monitor,5,590,2950,EUR,C0427
916,2023-08-21,North,Smartwatch,9,1608,14472,GBP,C0257
917,2023-06-30,South,Phone,10,1437,14370,USD,C0875
918,2023-10-11,South,Tablet,3,1348,4044,JPY,C0354
919,2023-08-06,Central,Smartwatch,2,973,1946,AUD,C0029
920,2023-11-14,Central,Smartwatch,8,506,4048,JPY,C0711
921,2023-09-05,South,Headphones,6,1235,7410,AUD,C0704
922,2023-09-24,East,Monitor,6,1729,10374,JPY,C0399
923,2023-08-23,West,Headphones,2,613,1226,AUD,C0826
924,2023-06-02,North,Monitor,5,1891,9455,AUD,C0967
925,2023-05-06,South,Laptop,8,391,3128,INR,C0828
926,2023-02-03,East,Smartwatch,5,1669,8345,JPY,C0332
927,2023-07-15,South,Monitor,1,828,828,USD,C0160
928,2023-04-12,West,Monitor,10,495,4950,JPY,C0693
929,2023-11-27,North,Tablet,6,975,5850,EUR,C0264
930,2023-03-08,South,Laptop,9,408,3672,EUR,C0601
931,2023-05-30,South,Monitor,9,1296,11664,EUR,C0467
932,2023-05-06,West,Tablet,8,1917,15336,GBP,C0623
933,2023-02-10,East,Monitor,2,373,746,INR,C0984
934,2023-01-18,South,Smartwatch,4,577,2308,EUR,C0184
935,2023-05-09,South,Smartwatch,4,623,2492,JPY,C0847
936,2023-01-22,West,Monitor,3,1213,3639,JPY,C0195
937,2023-05-01,East,Phone,8,653,5224,AUD,C0473
938,2023-10-02,South,Tablet,9,1798,16182,EUR,C0875
939,2023-09-28,East,Smartwatch,8,1798,14384,JPY,C0175
940,2023-12-26,South,Smartwatch,8,105,840,USD,C0692
941,2023-03-24,Central,Tablet,8,370,2960,EUR,C0438
942,2023-12-02,Central,Laptop,3,437,1311,EUR,C0746
943,2023-05-17,North,Smartwatch,8,1153,9224,USD,C0574
944,2023-08-18,West,Monitor,8,1635,13080,GBP,C0821
945,2023-06-18,South,Phone,7,850,5950,USD,C0559
946,2023-07-26,North,Tablet,4,1234,4936,INR,C0786
947,2023-06-19,North,Headphones,7,620,4340,JPY,C0220
948,2023-10-02,North,Headphones,6,1765,10590,JPY,C0780
949,2023-08-13,West,Phone,1,1590,1590,EUR,C0889
950,2023-07-05,East,Headphones,4,1140,4560,EUR,C0985
951,2023-10-23,West,Headphones,9,1528,13752,USD,C0727
952,2023-10-02,South,Smartwatch,1,445,445,INR,C0983
953,2023-03-31,South,Monitor,8,1763,14104,AUD,C0282
954,2023-07-28,North,Phone,1,1241,1241,USD,C0352
955,2023-03-07,South,Laptop,1,352,352,AUD,C0998
956,2023-07-18,North,Headphones,1,1408,1408,USD,C0061
957,2023-06-11,South,Laptop,9,371,3339,JPY,C0015
958,2023-09-22,South,Smartwatch,6,231,1386,GBP,C0836
959,2023-07-14,South,Laptop,6,186,1116,GBP,C0503
960,2023-01-14,Central,Tablet,2,1247,2494,EUR,C0663
961,2023-12-05,North,Tablet,3,1262,3786,GBP,C0810
962,2023-01-30,West,Tablet,2,1474,2948,INR,C0446
963,2023-01-01,Central,Tablet,5,585,2925,GBP,C0566
964,2023-06-26,West,Laptop,8,663,5304,USD,C0829
965,2023-10-26,North,Tablet,7,1012,7084,USD,C0982
966,2023-06-01,South,Monitor,2,428,856,INR,C0804
967,2023-12-18,East,Tablet,6,891,5346,JPY,C0427
968,2023-06-17,West,Headphones,4,299,1196,AUD,C0421
969,2023-01-22,South,Monitor,10,1090,10900,JPY,C0187
970,2023-08-18,North,Monitor,8,551,4408,INR,C0506
971,2023-03-13,Central,Tablet,3,1429,4287,GBP,C0326
972,2023-04-28,South,Monitor,3,483,1449,EUR,C0632
973,2023-06-24,South,Laptop,8,1258,10064,AUD,C0758
974,2023-10-02,East,Monitor,2,439,878,AUD,C0623
975,2023-05-23,North,Smartwatch,3,1367,4101,JPY,C0168
976,2023-01-15,South,Smartwatch,5,171,855,EUR,C0801
977,2023-05-29,West,Smartwatch,8,589,4712,EUR,C0633
978,2023-05-25,East,Laptop,10,1259,12590,INR,C0713
979,2023-04-20,East,Tablet,2,884,1768,USD,C0962
980,2023-01-15,East,Phone,1,748,748,INR,C0039
981,2023-02-01,South,Phone,1,545,545,GBP,C0710
982,2023-02-23,East,Headphones,4,1620,6480,GBP,C0717
983,2023-04-05,West,Tablet,7,1681,11767,JPY,C0101
984,2023-01-29,Central,Laptop,1,1991,1991,EUR,C0189
985,2023-11-23,West,Phone,1,1701,1701,AUD,C0267
986,2023-07-01,South,Smartwatch,7,1799,12593,INR,C0441
987,2023-06-30,Central,Smartwatch,10,795,7950,JPY,C0110
988,2023-07-19,West,Tablet,8,553,4424,EUR,C0003
989,2023-01-07,East,Laptop,8,1503,12024,JPY,C0280
990,2023-02-06,West,Headphones,4,228,912,GBP,C0551
991,2023-09-06,South,Headphones,5,702,3510,AUD,C0521
992,2023-01-07,West,Tablet,4,1255,5020,INR,C0445
993,2023-07-13,East,Laptop,2,1799,3598,GBP,C0841
994,2023-09-16,Central,Headphones,2,1245,2490,AUD,C0157
995,2023-02-10,South,Phone,8,261,2088,AUD,C0622
996,2023-10-25,North,Headphones,10,1180,11800,INR,C0567
997,2023-05-19,South,Tablet,7,503,3521,INR,C0282
998,2023-10-16,Central,Laptop,6,386,2316,AUD,C0948
999,2023-10-29,Central,Headphones,8,1523,12184,JPY,C0734
1000,2023-08-01,West,Phone,10,775,7750,USD,C0909
1001,2023-08-17,Central,Phone,7,1744,12208,AUD,C0815
1002,2023-11-13,East,Phone,7,948,6636,INR,C0687
1003,2023-02-28,North,Laptop,2,1945,3890,JPY,C0634
1004,2023-12-13,Central,Smartwatch,5,655,3275,USD,C0565
1005,2023-12-29,West,Phone,1,503,503,GBP,C0896
1006,2023-02-09,North,Headphones,4,455,1820,EUR,C0763
1007,2023-12-20,North,Tablet,6,887,5322,AUD,C0533
1008,2023-07-04,South,Phone,2,1295,2590,JPY,C0209
1009,2023-12-11,East,Laptop,2,1833,3666,USD,C0020
1010,2023-01-09,West,Laptop,2,1441,2882,AUD,C0606
1011,2023-04-24,East,Smartwatch,4,1851,7404,GBP,C0737
1012,2023-12-09,South,Headphones,5,1032,5160,AUD,C0884
1013,2023-07-19,South,Laptop,9,556,5004,EUR,C0812
1014,2023-07-31,North,Headphones,10,167,1670,JPY,C0457
1015,2023-04-25,Central,Laptop,5,1409,7045,AUD,C0666
1016,2023-08-10,South,Smartwatch,5,1582,7910,GBP,C0428
1017,2023-12-23,South,Tablet,6,1061,6366,USD,C0281
1018,2023-01-17,South,Laptop,10,1968,19680,INR,C0904
1019,2023-05-05,North,Laptop,10,752,7520,INR,C0458
1020,2023-04-13,West,Tablet,7,532,3724,GBP,C0144
1021,2023-05-26,Central,Tablet,9,829,7461,INR,C0365
1022,2023-07-20,East,Laptop,7,1869,13083,INR,C0027
1023,2023-05-18,South,Headphones,5,1162,5810,JPY,C0474
1024,2023-12-15,East,Phone,6,346,2076,INR,C0897
1025,2023-11-01,North,Smartwatch,2,190,380,EUR,C0735
1026,2023-03-29,North,Monitor,2,1822,3644,GBP,C0516
1027,2023-05-16,West,Phone,7,1347,9429,USD,C0214
1028,2023-07-21,West,Headphones,3,1792,5376,JPY,C0637
1029,2023-08-09,North,Phone,3,933,2799,EUR,C0652
1030,2023-09-19,North,Tablet,1,1509,1509,EUR,C0958
1031,2023-05-13,West,Monitor,7,636,4452,INR,C0662
1032,2023-08-17,West,Smartwatch,4,1991,7964,EUR,C0078
1033,2023-12-22,Central,Headphones,8,1922,15376,INR,C0529
1034,2023-03-25,East,Smartwatch,6,1452,8712,USD,C0633
1035,2023-10-17,East,Laptop,7,583,4081,USD,C0712
1036,2023-09-14,Central,Monitor,7,156,1092,USD,C0793
1037,2023-04-27,West,Tablet,7,1574,11018,INR,C0462
1038,2023-09-06,West,Laptop,5,772,3860,GBP,C0320
1039,2023-09-17,West,Phone,6,1480,8880,INR,C0055
1040,2023-07-10,East,Headphones,5,282,1410,GBP,C0212
1041,2023-05-11,Central,Tablet,9,1399,12591,AUD,C0342
1042,2023-06-04,North,Laptop,3,1158,3474,USD,C0420
1043,2023-09-15,West,Tablet,5,1779,8895,JPY,C0128
1044,2023-07-09,Central,Phone,7,1439,10073,AUD,C0948
1045,2023-02-10,Central,Headphones,3,194,582,GBP,C0317
1046,2023-05-20,West,Phone,2,1611,3222,JPY,C0978
1047,2023-04-05,North,Smartwatch,7,188,1316,USD,C0192
1048,2023-03-29,Central,Headphones,3,1242,3726,GBP,C0260
1049,2023-10-26,South,Headphones,8,1746,13968,EUR,C0509
1050,2023-08-04,West,Laptop,6,849,5094,JPY,C0843
1051,2023-06-27,Central,Tablet,9,1279,11511,JPY,C0357
1052,2023-01-31,South,Headphones,8,1473,11784,AUD,C0218
1053,2023-10-27,South,Monitor,3,686,2058,AUD,C0777
1054,2023-03-04,East,Smartwatch,8,1743,13944,GBP,C0502
1055,2023-04-14,Central,Headphones,10,1320,13200,JPY,C0102
1056,2023-04-21,East,Headphones,8,1223,9784,EUR,C0087
1057,2023-06-23,South,Laptop,2,1723,3446,USD,C0415
1058,2023-10-26,East,Headphones,8,1316,10528,GBP,C0761
1059,2023-08-14,South,Monitor,6,1706,10236,JPY,C0843
1060,2023-04-17,West,Laptop,2,1264,2528,JPY,C0466
1061,2023-07-03,South,Smartwatch,5,221,1105,JPY,C0993
1062,2023-10-29,Central,Monitor,2,936,1872,JPY,C0889
1063,2023-09-13,South,Monitor,4,804,3216,USD,C0088
1064,2023-02-01,East,Smartwatch,1,1780,1780,AUD,C0987
1065,2023-01-28,Central,Headphones,10,1708,17080,JPY,C0736
1066,2023-08-21,Central,Laptop,2,725,1450,JPY,C0431
1067,2023-05-12,East,Phone,5,930,4650,USD,C0866
1068,2023-09-06,North,Laptop,2,1779,3558,GBP,C0503
1069,2023-05-04,North,Smartwatch,9,1341,12069,EUR,C0484
1070,2023-11-18,East,Phone,10,1257,12570,JPY,C0275
1071,2023-10-17,Central,Phone,4,1244,4976,JPY,C0405
1072,2023-11-20,Central,Smartwatch,7,312,2184,JPY,C0249
1073,2023-10-18,North,Laptop,4,1144,4576,AUD,C0146
1074,2023-03-09,East,Laptop,7,436,3052,INR,C0332
1075,2023-12-17,North,Smartwatch,10,327,3270,AUD,C0452
1076,2023-11-27,Central,Monitor,9,255,2295,GBP,C0536
1077,2023-11-24,South,Monitor,10,1699,16990,USD,C0265
1078,2023-09-24,East,Tablet,4,643,2572,INR,C0232
1079,2023-06-24,West,Smartwatch,9,726,6534,AUD,C0306
1080,2023-09-07,West,Tablet,3,1678,5034,EUR,C0248
1081,2023-06-01,East,Smartwatch,3,1436,4308,AUD,C0769
1082,2023-01-03,Central,Tablet,6,1331,7986,AUD,C0568
1083,2023-05-14,West,Laptop,2,1728,3456,JPY,C0831
1084,2023-11-09,South,Tablet,5,201,1005,JPY,C0334
1085,2023-03-16,South,Laptop,7,667,4669,JPY,C0635
1086,2023-08-03,West,Monitor,6,1492,8952,JPY,C0996
1087,2023-09-19,East,Smartwatch,8,1311,10488,JPY,C0621
1088,2023-11-19,North,Phone,2,800,1600,GBP,C0488
1089,2023-02-01,South,Monitor,4,103,412,JPY,C0845
1090,2023-11-21,East,Headphones,10,1819,18190,GBP,C0965
1091,2023-10-10,West,Headphones,7,1022,7154,USD,C0898
1092,2023-05-01,West,Phone,9,951,8559,JPY,C0404
1093,2023-04-12,East,Tablet,1,1526,1526,INR,C0292
1094,2023-02-06,West,Smartwatch,1,1320,1320,INR,C0438
1095,2023-12-22,Central,Tablet,4,758,3032,AUD,C0137
1096,2023-06-28,East,Tablet,7,1785,12495,INR,C0271
1097,2023-12-09,East,Smartwatch,9,1041,9369,GBP,C0621
1098,2023-05-01,North,Monitor,3,134,402,JPY,C0358
1099,2023-11-02,South,Phone,4,1856,7424,EUR,C0098
1100,2023-05-01,West,Laptop,9,1204,10836,INR,C0800
1101,2023-03-02,Central,Headphones,8,855,6840,JPY,C0259
1102,2023-10-30,Central,Phone,9,790,7110,JPY,C0612
1103,2023-04-06,West,Laptop,3,963,2889,EUR,C0933
1104,2023-10-15,West,Smartwatch,9,1083,9747,USD,C0957
1105,2023-08-16,North,Smartwatch,7,1668,11676,GBP,C0888
1106,2023-03-11,West,Tablet,5,1466,7330,EUR,C0046
1107,2023-11-14,North,Headphones,1,300,300,AUD,C0478
1108,2023-03-26,North,Monitor,5,1114,5570,INR,C0800
1109,2023-09-20,North,Phone,7,511,3577,USD,C0796
1110,2023-12-14,East,Laptop,8,539,4312,EUR,C0581
1111,2023-03-21,Central,Smartwatch,3,1006,3018,GBP,C0384
1112,2023-06-09,South,Phone,1,1135,1135,AUD,C0538
1113,2023-01-07,North,Laptop,8,1336,10688,EUR,C0201
1114,2023-12-01,South,Tablet,2,1335,2670,USD,C0735
1115,2023-08-17,West,Phone,4,1966,7864,USD,C0695
1116,2023-06-08,East,Phone,1,942,942,EUR,C0412
1117,2023-01-03,West,Tablet,6,1721,10326,JPY,C0358
1118,2024-01-01,North,Headphones,9,1214,10926,JPY,C0415
1119,2023-03-23,Central,Tablet,3,1103,3309,JPY,C0557
1120,2023-09-20,Central,Monitor,9,949,8541,AUD,C0341
1121,2023-07-24,East,Monitor,1,930,930,GBP,C0299
1122,2023-10-13,South,Smartwatch,1,1500,1500,GBP,C0746
1123,2023-03-24,West,Headphones,7,1153,8071,USD,C0529
1124,2023-04-07,South,Tablet,3,190,570,GBP,C0779
1125,2023-09-17,Central,Monitor,2,1818,3636,EUR,C0219
1126,2023-09-30,Central,Phone,7,1130,7910,EUR,C0350
1127,2023-01-04,South,Headphones,8,973,7784,AUD,C0253
1128,2023-01-13,East,Laptop,4,417,1668,AUD,C0513
1129,2023-02-18,South,Smartwatch,4,803,3212,GBP,C0710
1130,2023-01-03,South,Monitor,3,1432,4296,JPY,C0793
1131,2023-08-23,Central,Phone,9,1173,10557,JPY,C0981
1132,2023-01-19,West,Phone,5,1390,6950,GBP,C0015
1133,2023-05-31,North,Monitor,9,823,7407,JPY,C0884
1134,2023-09-07,South,Phone,8,1083,8664,USD,C0129
1135,2023-12-21,South,Monitor,4,1617,6468,GBP,C0304
1136,2023-02-28,North,Laptop,3,157,471,GBP,C0827
1137,2023-01-16,West,Headphones,2,1891,3782,GBP,C0908
1138,2023-01-04,Central,Laptop,2,437,874,USD,C0458
1139,2023-07-23,West,Monitor,2,1733,3466,EUR,C0130
1140,2023-04-30,South,Monitor,10,1119,11190,USD,C0648
1141,2023-01-15,South,Phone,2,1791,3582,USD,C0673
1142,2023-06-26,East,Laptop,6,1234,7404,USD,C0103
1143,2023-12-10,South,Monitor,4,1803,7212,AUD,C0834
1144,2023-09-01,East,Headphones,3,1222,3666,GBP,C0380
1145,2023-10-17,Central,Headphones,1,1425,1425,JPY,C0356
1146,2023-01-12,East,Monitor,1,740,740,AUD,C0595
1147,2023-04-03,East,Monitor,6,128,768,INR,C0768
1148,2023-07-22,Central,Headphones,9,903,8127,INR,C0910
1149,2023-09-20,Central,Laptop,9,416,3744,JPY,C0954
1150,2023-08-01,South,Smartwatch,9,1756,15804,GBP,C0585
1151,2023-01-10,South,Laptop,10,863,8630,JPY,C0905
1152,2023-10-01,East,Monitor,1,1905,1905,GBP,C0858
1153,2023-08-24,North,Laptop,4,400,1600,USD,C0418
1154,2023-05-06,Central,Tablet,10,1231,12310,AUD,C0587
1155,2023-02-09,North,Monitor,2,665,1330,USD,C0161
1156,2023-03-31,Central,Monitor,7,1734,12138,USD,C0405
1157,2023-04-20,North,Phone,1,1922,1922,INR,C0267
1158,2023-03-10,Central,Laptop,3,1020,3060,USD,C0601
1159,2023-09-09,North,Tablet,10,1325,13250,USD,C0965
1160,2023-03-28,Central,Monitor,2,1506,3012,JPY,C0874
1161,2023-12-05,Central,Smartwatch,9,686,6174,JPY,C0484
1162,2023-04-04,South,Laptop,5,1968,9840,EUR,C0134
1163,2023-07-24,North,Laptop,6,797,4782,JPY,C0586
1164,2023-08-06,North,Smartwatch,4,237,948,INR,C0535
1165,2023-03-16,West,Phone,1,544,544,INR,C0154
1166,2023-07-04,South,Phone,4,968,3872,GBP,C0204
1167,2023-12-01,South,Laptop,7,1993,13951,GBP,C0430
1168,2023-03-11,South,Monitor,10,777,7770,JPY,C0213
1169,2023-05-07,West,Tablet,2,496,992,INR,C0574
1170,2023-06-05,West,Tablet,3,1203,3609,JPY,C0421
1171,2023-09-01,Central,Tablet,8,486,3888,GBP,C0549
1172,2023-06-24,North,Laptop,4,1267,5068,AUD,C0577
1173,2023-04-22,South,Tablet,8,702,5616,USD,C0422
1174,2023-04-17,South,Phone,3,1789,5367,GBP,C0760
1175,2023-09-26,Central,Phone,7,1182,8274,INR,C0387
1176,2023-07-30,East,Tablet,6,310,1860,EUR,C0112
1177,2023-11-05,North,Smartwatch,6,1630,9780,EUR,C0461
1178,2023-02-08,East,Laptop,2,1216,2432,INR,C0195
1179,2023-11-19,Central,Smartwatch,2,745,1490,JPY,C0686
1180,2023-11-19,South,Headphones,5,1406,7030,GBP,C0857
1181,2023-10-16,South,Tablet,1,1132,1132,AUD,C0275
1182,2023-10-10,Central,Tablet,4,253,1012,USD,C0466
1183,2023-10-03,South,Tablet,4,554,2216,GBP,C0249
1184,2023-09-15,West,Monitor,6,1877,11262,GBP,C1000
1185,2023-06-16,North,Phone,2,1573,3146,EUR,C0766
1186,2023-11-06,South,Smartwatch,7,1069,7483,INR,C0316
1187,2023-11-12,East,Laptop,6,138,828,GBP,C0685
1188,2023-03-28,West,Tablet,7,1373,9611,EUR,C0207
1189,2023-02-26,West,Smartwatch,1,912,912,GBP,C0900
1190,2023-12-25,West,Smartwatch,8,1400,11200,EUR,C0230
1191,2023-05-07,West,Phone,5,1565,7825,USD,C0571
1192,2023-05-11,West,Monitor,9,608,5472,GBP,C0158
1193,2023-08-29,North,Smartwatch,8,859,6872,EUR,C0969
1194,2023-11-22,East,Monitor,5,241,1205,GBP,C0851
1195,2023-12-07,East,Laptop,7,1894,13258,AUD,C0072
1196,2023-04-19,North,Phone,1,1550,1550,INR,C0667
1197,2023-02-28,Central,Headphones,10,824,8240,JPY,C0690
1198,2023-01-09,East,Tablet,1,520,520,INR,C0584
1199,2023-05-25,East,Phone,2,230,460,JPY,C0047
1200,2023-03-30,Central,Tablet,8,1556,12448,GBP,C0749
1201,2023-01-29,South,Phone,9,636,5724,INR,C0352
1202,2023-07-20,North,Smartwatch,9,1195,10755,GBP,C0868
1203,2023-06-23,East,Monitor,10,1430,14300,USD,C0689
1204,2023-12-29,South,Monitor,5,1560,7800,USD,C0629
1205,2023-02-15,West,Monitor,10,872,8720,INR,C0424
1206,2023-09-09,North,Laptop,9,1691,15219,JPY,C0699
1207,2023-03-30,North,Phone,1,1200,1200,AUD,C0206
1208,2023-01-11,West,Smartwatch,3,1310,3930,JPY,C0355
1209,2023-11-02,South,Phone,2,996,1992,USD,C0354
1210,2023-06-12,West,Phone,7,558,3906,JPY,C0313
1211,2023-09-23,South,Headphones,3,444,1332,USD,C0907
1212,2023-04-21,Central,Phone,9,974,8766,JPY,C0219
1213,2023-01-20,Central,Phone,6,1509,9054,USD,C0050
1214,2023-08-07,Central,Smartwatch,8,1079,8632,GBP,C0159
1215,2023-08-10,West,Laptop,1,1832,1832,USD,C0174
1216,2023-09-11,South,Headphones,5,621,3105,USD,C0476
1217,2023-10-27,West,Monitor,7,1526,10682,JPY,C0708
1218,2023-12-11,West,Laptop,2,961,1922,EUR,C0884
1219,2023-07-03,East,Headphones,6,1615,9690,GBP,C0823
1220,2023-01-31,South,Headphones,4,1563,6252,JPY,C0050
1221,2023-11-05,West,Monitor,2,1495,2990,USD,C0752
1222,2023-02-23,South,Headphones,3,760,2280,AUD,C0362
1223,2023-05-23,Central,Tablet,8,1884,15072,GBP,C0302
1224,2023-01-21,South,Monitor,9,1759,15831,USD,C0334
1225,2023-08-01,West,Monitor,6,1698,10188,AUD,C0939
1226,2023-04-02,South,Monitor,10,1661,16610,USD,C0133
1227,2023-09-24,South,Monitor,3,257,771,USD,C0548
1228,2023-02-20,East,Headphones,3,791,2373,AUD,C0707
1229,2023-12-13,South,Headphones,4,1354,5416,AUD,C0064
1230,2023-06-07,North,Tablet,8,1590,12720,JPY,C0136
1231,2023-06-23,South,Tablet,2,1804,3608,GBP,C0367
1232,2023-05-30,West,Headphones,2,1384,2768,EUR,C0800
1233,2023-04-10,East,Headphones,7,1770,12390,USD,C0671
1234,2023-03-07,North,Phone,3,1082,3246,GBP,C0673
1235,2023-06-01,West,Tablet,6,846,5076,EUR,C0681
1236,2023-05-19,Central,Monitor,7,612,4284,AUD,C0234
1237,2023-03-24,South,Phone,5,1773,8865,INR,C0620
1238,2023-05-01,Central,Laptop,6,178,1068,USD,C0048
1239,2023-11-12,South,Headphones,4,612,2448,GBP,C0009
1240,2023-12-31,South,Smartwatch,7,1769,12383,USD,C0574
1241,2023-12-07,Central,Monitor,6,396,2376,INR,C0587
1242,2023-03-14,South,Headphones,1,1602,1602,JPY,C0952
1243,2023-08-29,West,Tablet,3,111,333,USD,C0638
1244,2023-09-17,Central,Laptop,6,1137,6822,USD,C0172
1245,2023-09-27,West,Phone,2,1476,2952,AUD,C0354
1246,2023-11-13,East,Monitor,5,1299,6495,EUR,C0749
1247,2023-08-25,East,Smartwatch,10,632,6320,EUR,C0692
1248,2023-08-13,West,Phone,3,257,771,EUR,C0683
1249,2023-12-17,South,Smartwatch,1,955,955,USD,C0713
1250,2023-04-16,West,Laptop,2,1984,3968,USD,C0233
1251,2023-06-09,Central,Headphones,4,1716,6864,EUR,C0811
1252,2023-04-08,South,Smartwatch,2,1595,3190,USD,C0108
1253,2023-10-01,South,Smartwatch,9,828,7452,AUD,C0962
1254,2023-08-22,Central,Phone,8,640,5120,USD,C0661
1255,2023-10-15,North,Smartwatch,4,1637,6548,EUR,C0970
1256,2023-03-04,East,Laptop,8,1445,11560,INR,C0764
1257,2023-12-08,North,Smartwatch,2,877,1754,AUD,C0140
1258,2023-08-18,Central,Monitor,7,209,1463,GBP,C0670
1259,2023-03-15,South,Laptop,9,718,6462,EUR,C0355
1260,2023-03-11,Central,Tablet,2,1173,2346,JPY,C0903
1261,2023-04-26,West,Headphones,10,1408,14080,USD,C0318
1262,2023-11-09,Central,Headphones,10,684,6840,GBP,C0732
1263,2023-01-27,Central,Tablet,7,1989,13923,GBP,C0449
1264,2023-12-02,South,Tablet,3,1085,3255,JPY,C0367
1265,2023-05-29,South,Smartwatch,3,125,375,EUR,C0342
1266,2023-11-11,North,Monitor,5,584,2920,AUD,C0906
1267,2023-10-17,East,Headphones,8,1056,8448,GBP,C0642
1268,2023-05-19,West,Phone,6,1532,9192,JPY,C0483
1269,2023-10-22,West,Headphones,5,1492,7460,JPY,C0934
1270,2023-08-26,West,Phone,4,970,3880,AUD,C0446
1271,2023-02-23,West,Tablet,10,1703,17030,GBP,C0224
1272,2023-03-11,North,Phone,5,515,2575,AUD,C0659
1273,2023-02-03,West,Smartwatch,1,1348,1348,INR,C0940
1274,2023-08-06,Central,Headphones,6,1306,7836,EUR,C0050
1275,2023-06-07,Central,Laptop,4,1254,5016,JPY,C0176
1276,2023-10-09,East,Laptop,3,528,1584,GBP,C0681
1277,2023-02-01,South,Tablet,1,713,713,USD,C0964
1278,2023-04-09,Central,Smartwatch,2,1730,3460,USD,C0915
1279,2023-04-28,West,Smartwatch,2,1541,3082,AUD,C0948
1280,2023-10-17,North,Tablet,4,676,2704,INR,C0861
1281,2023-02-08,North,Smartwatch,7,1822,12754,GBP,C0998
1282,2023-02-04,West,Laptop,6,180,1080,GBP,C0970
1283,2023-03-26,Central,Headphones,3,204,612,GBP,C0158
1284,2023-06-07,East,Headphones,3,1655,4965,GBP,C0882
1285,2023-12-25,West,Smartwatch,10,1628,16280,USD,C0808
1286,2023-05-14,East,Monitor,7,197,1379,USD,C0413
1287,2023-01-24,East,Tablet,5,369,1845,INR,C0322
1288,2023-04-01,South,Laptop,9,230,2070,EUR,C0977
1289,2023-12-14,East,Smartwatch,1,1456,1456,USD,C0963
1290,2023-04-17,North,Headphones,5,1131,5655,JPY,C0352
1291,2023-07-12,South,Laptop,5,516,2580,GBP,C0246
1292,2023-01-22,Central,Smartwatch,5,108,540,EUR,C0030
1293,2023-11-16,North,Phone,1,269,269,USD,C0624
1294,2023-10-09,West,Smartwatch,10,1613,16130,AUD,C0956
1295,2023-08-20,South,Tablet,10,340,3400,JPY,C0852
1296,2023-10-24,Central,Monitor,3,1892,5676,EUR,C0029
1297,2023-04-20,West,Laptop,5,1775,8875,USD,C0830
1298,2023-08-26,North,Smartwatch,4,951,3804,USD,C0310
1299,2023-10-10,East,Laptop,9,614,5526,JPY,C0188
1300,2023-01-23,South,Phone,10,1009,10090,AUD,C0276
1301,2023-07-14,West,Tablet,8,1271,10168,INR,C0956
1302,2023-09-05,North,Monitor,8,859,6872,AUD,C0924
1303,2023-07-22,West,Headphones,9,1926,17334,EUR,C0229
1304,2023-03-28,North,Monitor,2,1013,2026,EUR,C0539
1305,2023-03-30,Central,Laptop,1,1190,1190,AUD,C0160
1306,2023-05-28,South,Headphones,7,1000,7000,EUR,C0529
1307,2023-05-05,Central,Smartwatch,2,158,316,GBP,C0904
1308,2023-06-05,South,Monitor,7,647,4529,EUR,C0359
1309,2023-03-22,North,Tablet,5,408,2040,JPY,C0828
1310,2023-03-16,South,Monitor,9,1810,16290,USD,C0895
1311,2023-02-27,East,Laptop,7,1525,10675,JPY,C0323
1312,2023-06-17,North,Phone,5,1732,8660,INR,C0447
1313,2023-01-13,North,Monitor,2,1215,2430,EUR,C0609
1314,2023-02-13,North,Phone,5,1888,9440,INR,C0329
1315,2023-08-16,West,Smartwatch,3,1859,5577,EUR,C0248
1316,2023-02-13,West,Headphones,8,1118,8944,INR,C0997
1317,2023-08-14,East,Laptop,8,1893,15144,INR,C0014
1318,2023-12-19,North,Smartwatch,4,1120,4480,USD,C0643
